tier,run,id,topic,response,choice,points,collapsed,congruent
shuffled,2,96,economics,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,2,97,writing-strategies,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,2,98,biology,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,2,99,chemistry,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,2,100,units-and-measurement,[shuffled avg over 3 variants],2.0,40.0,False,True
shuffled,3,1,geography,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,3,2,geography,[shuffled avg over 3 variants],2.0,20.0,False,False
shuffled,3,3,us-history,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,3,4,chemistry,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,3,5,punctuation,[shuffled avg over 3 variants],4.0,40.0,False,False
shuffled,3,6,grammar,[shuffled avg over 3 variants],4.0,40.0,False,False
shuffled,3,7,biology,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,3,8,punctuation,[shuffled avg over 3 variants],4.0,30.0,False,False
shuffled,3,9,chemistry,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,3,10,reference-skills,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,3,11,reference-skills,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,3,12,chemistry,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,3,13,literacy-in-science,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,3,14,literacy-in-science,[shuffled avg over 3 variants],4.0,40.0,False,True
shuffled,3,15,reference-skills,[shuffled avg over 3 variants],1.0,20.0,False,True
shuffled,3,16,grammar,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,3,17,grammar,[shuffled avg over 3 variants],2.0,20.0,False,True
shuffled,3,18,us-history,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,3,19,reference-skills,[shuffled avg over 3 variants],3.0,40.0,False,False
shuffled,3,20,geography,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,3,21,economics,[shuffled avg over 3 variants],1.0,20.0,False,True
shuffled,3,22,civics,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,3,23,economics,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,3,24,writing-strategies,[shuffled avg over 3 variants],2.0,40.0,False,True
shuffled,3,25,units-and-measurement,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,3,26,grammar,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,3,27,units-and-measurement,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,3,28,earth-science,[shuffled avg over 3 variants],4.0,40.0,False,True
shuffled,3,29,us-history,[shuffled avg over 3 variants],3.0,40.0,False,False
shuffled,3,30,economics,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,3,31,chemistry,[shuffled avg over 3 variants],1.0,20.0,False,True
shuffled,3,32,grammar,[shuffled avg over 3 variants],1.0,40.0,False,True
shuffled,3,33,physics,[shuffled avg over 3 variants],2.0,30.0,False,True
shuffled,3,34,physics,[shuffled avg over 3 variants],1.0,10.0,False,True
shuffled,3,35,reference-skills,[shuffled avg over 3 variants],2.0,40.0,False,True
shuffled,3,36,grammar,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,3,37,writing-strategies,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,3,38,literacy-in-science,[shuffled avg over 3 variants],1.0,20.0,False,True
shuffled,3,39,units-and-measurement,[shuffled avg over 3 variants],1.0,40.0,False,True
shuffled,3,40,chemistry,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,3,41,economics,[shuffled avg over 3 variants],1.0,30.0,False,True
shuffled,3,42,earth-science,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,3,43,geography,[shuffled avg over 3 variants],3.0,40.0,False,False
shuffled,3,44,geography,[shuffled avg over 3 variants],2.0,40.0,False,True
shuffled,3,45,civics,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,3,46,punctuation,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,3,47,physics,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,3,48,physics,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,3,49,biology,[shuffled avg over 3 variants],1.0,10.0,False,False
shuffled,3,50,economics,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,3,51,writing-strategies,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,3,52,grammar,[shuffled avg over 3 variants],2.0,10.0,False,False
shuffled,3,53,biology,[shuffled avg over 3 variants],1.0,10.0,False,True
shuffled,3,54,literacy-in-science,[shuffled avg over 3 variants],2.0,20.0,False,False
shuffled,3,55,civics,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,3,56,geography,[shuffled avg over 3 variants],3.0,20.0,False,False
shuffled,3,57,physics,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,3,58,punctuation,[shuffled avg over 3 variants],1.0,10.0,False,False
shuffled,3,59,civics,[shuffled avg over 3 variants],3.0,30.0,False,True
shuffled,3,60,physics,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,3,61,earth-science,[shuffled avg over 3 variants],2.0,30.0,False,True
shuffled,3,62,biology,[shuffled avg over 3 variants],4.0,40.0,False,False
shuffled,3,63,biology,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,3,64,punctuation,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,3,65,units-and-measurement,[shuffled avg over 3 variants],2.0,20.0,False,False
shuffled,3,66,civics,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,3,67,units-and-measurement,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,3,68,geography,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,3,69,us-history,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,3,70,civics,[shuffled avg over 3 variants],1.0,10.0,False,True
shuffled,3,71,biology,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,3,72,writing-strategies,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,3,73,literacy-in-science,[shuffled avg over 3 variants],3.0,40.0,False,False
shuffled,3,74,writing-strategies,[shuffled avg over 3 variants],1.0,30.0,False,True
shuffled,3,75,literacy-in-science,[shuffled avg over 3 variants],4.0,30.0,False,False
shuffled,3,76,us-history,[shuffled avg over 3 variants],4.0,40.0,False,False
shuffled,3,77,earth-science,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,3,78,punctuation,[shuffled avg over 3 variants],4.0,40.0,False,False
shuffled,3,79,units-and-measurement,[shuffled avg over 3 variants],4.0,30.0,False,False
shuffled,3,80,reference-skills,[shuffled avg over 3 variants],2.0,40.0,False,True
shuffled,3,81,physics,[shuffled avg over 3 variants],1.0,30.0,False,True
shuffled,3,82,earth-science,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,3,83,earth-science,[shuffled avg over 3 variants],2.0,40.0,False,True
shuffled,3,84,us-history,[shuffled avg over 3 variants],1.0,40.0,False,True
shuffled,3,85,writing-strategies,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,3,86,biology,[shuffled avg over 3 variants],1.0,10.0,False,False
shuffled,3,87,literacy-in-science,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,3,88,reference-skills,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,3,89,chemistry,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,3,90,punctuation,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,3,91,us-history,[shuffled avg over 3 variants],3.0,40.0,False,False
shuffled,3,92,chemistry,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,3,93,civics,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,3,94,earth-science,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,3,95,economics,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,3,96,economics,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,3,97,writing-strategies,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,3,98,biology,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,3,99,chemistry,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,3,100,units-and-measurement,[shuffled avg over 3 variants],2.0,30.0,False,True
shuffled,4,1,geography,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,4,2,geography,[shuffled avg over 3 variants],2.0,20.0,False,False
shuffled,4,3,us-history,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,4,4,chemistry,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,4,5,punctuation,[shuffled avg over 3 variants],4.0,30.0,False,False
shuffled,4,6,grammar,[shuffled avg over 3 variants],4.0,40.0,False,False
shuffled,4,7,biology,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,4,8,punctuation,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,4,9,chemistry,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,4,10,reference-skills,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,4,11,reference-skills,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,4,12,chemistry,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,4,13,literacy-in-science,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,4,14,literacy-in-science,[shuffled avg over 3 variants],4.0,40.0,False,True
shuffled,4,15,reference-skills,[shuffled avg over 3 variants],1.0,20.0,False,True
shuffled,4,16,grammar,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,4,17,grammar,[shuffled avg over 3 variants],2.0,20.0,False,True
shuffled,4,18,us-history,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,4,19,reference-skills,[shuffled avg over 3 variants],3.0,40.0,False,False
shuffled,4,20,geography,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,4,21,economics,[shuffled avg over 3 variants],2.0,30.0,False,True
shuffled,4,22,civics,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,4,23,economics,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,4,24,writing-strategies,[shuffled avg over 3 variants],2.0,40.0,False,True
shuffled,4,25,units-and-measurement,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,4,26,grammar,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,4,27,units-and-measurement,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,4,28,earth-science,[shuffled avg over 3 variants],4.0,40.0,False,True
shuffled,4,29,us-history,[shuffled avg over 3 variants],3.0,40.0,False,False
shuffled,4,30,economics,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,4,31,chemistry,[shuffled avg over 3 variants],1.0,20.0,False,True
shuffled,4,32,grammar,[shuffled avg over 3 variants],1.0,40.0,False,True
shuffled,4,33,physics,[shuffled avg over 3 variants],2.0,30.0,False,True
shuffled,4,34,physics,[shuffled avg over 3 variants],1.0,10.0,False,True
shuffled,4,35,reference-skills,[shuffled avg over 3 variants],2.0,40.0,False,True
shuffled,4,36,grammar,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,4,37,writing-strategies,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,4,38,literacy-in-science,[shuffled avg over 3 variants],1.0,20.0,False,True
shuffled,4,39,units-and-measurement,[shuffled avg over 3 variants],1.0,40.0,False,True
shuffled,4,40,chemistry,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,4,41,economics,[shuffled avg over 3 variants],1.0,30.0,False,True
shuffled,4,42,earth-science,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,4,43,geography,[shuffled avg over 3 variants],3.0,40.0,False,False
shuffled,4,44,geography,[shuffled avg over 3 variants],2.0,40.0,False,True
shuffled,4,45,civics,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,4,46,punctuation,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,4,47,physics,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,4,48,physics,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,4,49,biology,[shuffled avg over 3 variants],4.0,40.0,False,False
shuffled,4,50,economics,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,4,51,writing-strategies,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,4,52,grammar,[shuffled avg over 3 variants],2.0,10.0,False,False
shuffled,4,53,biology,[shuffled avg over 3 variants],1.0,10.0,False,True
shuffled,4,54,literacy-in-science,[shuffled avg over 3 variants],2.0,20.0,False,False
shuffled,4,55,civics,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,4,56,geography,[shuffled avg over 3 variants],3.0,20.0,False,False
shuffled,4,57,physics,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,4,58,punctuation,[shuffled avg over 3 variants],1.0,10.0,False,False
shuffled,4,59,civics,[shuffled avg over 3 variants],3.0,30.0,False,True
shuffled,4,60,physics,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,4,61,earth-science,[shuffled avg over 3 variants],2.0,30.0,False,True
shuffled,4,62,biology,[shuffled avg over 3 variants],4.0,40.0,False,False
shuffled,4,63,biology,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,4,64,punctuation,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,4,65,units-and-measurement,[shuffled avg over 3 variants],2.0,20.0,False,False
shuffled,4,66,civics,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,4,67,units-and-measurement,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,4,68,geography,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,4,69,us-history,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,4,70,civics,[shuffled avg over 3 variants],1.0,10.0,False,True
shuffled,4,71,biology,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,4,72,writing-strategies,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,4,73,literacy-in-science,[shuffled avg over 3 variants],3.0,40.0,False,False
shuffled,4,74,writing-strategies,[shuffled avg over 3 variants],1.0,30.0,False,True
shuffled,4,75,literacy-in-science,[shuffled avg over 3 variants],4.0,30.0,False,False
shuffled,4,76,us-history,[shuffled avg over 3 variants],4.0,40.0,False,False
shuffled,4,77,earth-science,[shuffled avg over 3 variants],1.0,30.0,False,False
